"","Order","PID","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod.Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","X1st_Flr_SF","X2nd_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Yr_Blt","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","X3Ssn_Porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Yr_Sold","Sale_Type","Sale_Condition","SalePrice"
"2513",2330,533223080,160,"FV",NA,2651,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,2000,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",641,"Unf",0,32,673,"GasA","Ex","Y","SBrkr",673,709,0,1382,1,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Detchd",2000,"Unf",2,490,"TA","TA","Y",153,50,0,0,0,0,NA,NA,NA,0,4,2006,"WD ","Normal",165000
"2514",2331,533223110,160,"FV",NA,4447,"Pave",NA,"IR1","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,530,530,"GasA","Ex","Y","SBrkr",530,550,0,1080,0,0,2,1,2,1,"Gd",4,"Typ",0,NA,"Attchd",2003,"RFn",2,496,"TA","TA","Y",0,50,0,0,0,0,NA,NA,NA,0,7,2006,"WD ","Normal",139000
"2515",2332,533241010,60,"FV",114,8314,"Pave","Pave","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,1997,1998,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,569,569,"GasA","Ex","Y","SBrkr",854,840,0,1694,0,0,2,1,3,1,"Gd",6,"Typ",1,"TA","BuiltIn",1997,"Unf",1,434,"TA","TA","Y",0,382,0,0,110,0,NA,"GdPrv",NA,0,11,2006,"WD ","Normal",200000
"2516",2333,533242030,20,"FV",60,7180,"Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2001,2002,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1568,1568,"GasA","Ex","Y","SBrkr",1568,0,0,1568,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2001,"RFn",2,564,"TA","TA","Y",0,266,0,0,0,0,NA,NA,NA,0,9,2006,"WD ","Normal",221000
"2517",2334,533250130,120,"RL",30,9549,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,5,1995,1996,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","Gd","PConc","Gd","Gd","Av","LwQ",437,"GLQ",1057,0,1494,"GasA","Ex","Y","SBrkr",1494,0,0,1494,1,0,1,1,2,1,"Ex",6,"Typ",1,"Gd","Attchd",1995,"Fin",2,481,"TA","TA","Y",0,30,0,0,216,0,NA,NA,NA,0,4,2006,"WD ","Normal",270000
"2518",2335,533252020,20,"RL",NA,11250,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"Gd","TA","CBlock","Gd","TA","No","ALQ",767,"Unf",0,441,1208,"GasA","TA","Y","SBrkr",1208,0,0,1208,1,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1977,"RFn",2,546,"TA","TA","Y",198,42,0,0,0,0,NA,NA,NA,0,6,2006,"WD ","Normal",165000
"2519",2336,533253030,120,"RL",NA,3760,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Greens","Norm","Norm","Twnhs","1Story",8,5,1980,1980,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",1009,"LwQ",182,44,1235,"GasA","Gd","Y","SBrkr",1235,0,0,1235,1,0,1,0,1,1,"TA",4,"Typ",3,"TA","Attchd",1980,"Fin",2,484,"TA","TA","Y",133,78,0,0,0,0,NA,NA,NA,0,5,2006,"WD ","Normal",214000
"2520",2337,533253050,120,"RL",36,3640,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Greens","Norm","Norm","Twnhs","1Story",8,5,1980,1980,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",860,"Unf",0,176,1036,"GasA","TA","Y","SBrkr",1036,0,0,1036,1,0,1,0,1,1,"Gd",4,"Typ",1,"TA","Detchd",1980,"Fin",2,484,"TA","TA","Y",133,108,0,0,0,0,NA,NA,NA,0,9,2006,"WD ","Normal",188000
"2521",2338,533253090,120,"RL",40,3874,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Greens","Norm","Norm","TwnhsE","1Story",8,5,1980,1980,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",807,"Unf",0,419,1226,"GasA","TA","Y","SBrkr",1226,0,0,1226,1,0,1,0,1,1,"Gd",4,"Typ",1,"Fa","Attchd",1980,"Fin",2,484,"TA","TA","Y",133,78,0,0,0,0,NA,NA,NA,0,7,2006,"WD ","Normal",190000
"2522",2339,533253160,120,"RL",40,3876,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Greens","Norm","Norm","Twnhs","1Story",8,5,1978,1978,"Gable","CompShg","Wd Sdng","Plywood","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",652,"Rec",526,48,1226,"GasA","TA","Y","SBrkr",1226,0,0,1226,1,0,1,0,1,1,"Gd",4,"Typ",1,"TA","Attchd",1978,"Fin",2,484,"TA","TA","Y",133,60,0,0,0,0,NA,NA,NA,0,7,2006,"WD ","Normal",170000
"2523",2340,533350050,20,"RL",68,50271,"Pave",NA,"IR1","Low","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",9,5,1981,1987,"Gable","WdShngl","WdShing","Wd Shng","None",0,"Gd","TA","CBlock","Ex","TA","Gd","GLQ",1810,"Unf",0,32,1842,"GasA","Gd","Y","SBrkr",1842,0,0,1842,2,0,0,1,0,1,"Gd",5,"Typ",1,"Gd","Attchd",1981,"Fin",3,894,"TA","TA","Y",857,72,0,0,0,0,NA,NA,NA,0,11,2006,"WD ","Normal",385000
"2524",2341,534125210,190,"RL",79,13110,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NWAmes","RRAn","Feedr","2fmCon","1Story",5,6,1972,1972,"Gable","CompShg","Plywood","Plywood","BrkFace",144,"TA","TA","CBlock","Gd","TA","No","GLQ",962,"Unf",0,191,1153,"GasA","Ex","Y","SBrkr",1193,0,0,1193,1,0,2,0,2,1,"TA",6,"Typ",0,NA,"Attchd",1972,"Fin",2,501,"TA","TA","Y",140,153,0,0,0,0,NA,"MnPrv",NA,0,7,2006,"WD ","Normal",146500
"2526",2342,534127190,20,"RL",NA,20781,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","NWAmes","PosN","Norm","1Fam","1Story",7,7,1968,2003,"Hip","CompShg","BrkFace","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",297,"Rec",68,1203,1568,"GasA","TA","Y","SBrkr",2156,0,0,2156,0,0,2,0,3,1,"TA",9,"Typ",1,"Gd","Attchd",1968,"RFn",2,508,"Gd","TA","Y",0,80,0,290,0,0,NA,NA,NA,0,6,2006,"WD ","Normal",262500
"2527",2343,534127270,60,"RL",90,11700,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","HdBoard","HdBoard","BrkFace",420,"TA","TA","CBlock","TA","TA","No","ALQ",404,"Unf",0,304,708,"GasA","Gd","Y","SBrkr",708,708,0,1416,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1968,"RFn",2,776,"TA","TA","Y",0,169,0,0,119,0,NA,NA,NA,0,5,2006,"WD ","Normal",179900
"2528",2344,534128210,60,"RL",NA,11029,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NWAmes","PosA","Norm","1Fam","2Story",6,7,1968,1984,"Gable","CompShg","HdBoard","HdBoard","BrkFace",220,"TA","TA","CBlock","TA","TA","Mn","BLQ",619,"Unf",0,435,1054,"GasA","TA","Y","SBrkr",1512,1142,0,2654,1,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd",1968,"Unf",2,619,"TA","TA","Y",0,65,0,0,222,0,NA,NA,NA,0,8,2006,"WD ","Normal",250000
"2529",2345,534129230,60,"RL",80,10400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1972,1972,"Gable","CompShg","VinylSd","VinylSd","None",288,"TA","TA","CBlock","TA","TA","No","Rec",247,"Unf",0,485,732,"GasA","Gd","Y","SBrkr",1012,778,0,1790,1,0,1,2,4,1,"TA",8,"Min2",1,"TA","Attchd",1972,"RFn",2,484,"TA","TA","Y",148,0,0,0,147,0,NA,NA,NA,0,11,2006,"WD ","Normal",165150
"2530",2346,534175100,20,"RL",78,10140,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","1Story",7,6,1967,1967,"Hip","CompShg","HdBoard","HdBoard","BrkFace",264,"TA","TA","CBlock","TA","TA","No","BLQ",553,"LwQ",68,713,1334,"GasA","Gd","Y","SBrkr",1334,0,0,1334,1,0,2,0,3,1,"TA",7,"Typ",0,NA,"Attchd",1967,"RFn",2,477,"TA","TA","Y",0,20,35,0,264,0,NA,NA,NA,0,4,2006,"WD ","Normal",164500
"2531",2347,534176250,20,"RL",80,9600,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1969,1969,"Hip","CompShg","HdBoard","HdBoard","BrkFace",168,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1164,1164,"GasA","TA","Y","SBrkr",1164,0,0,1164,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd",1969,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2006,"COD","Normal",140000
"2533",2348,534201230,20,"RL",80,9600,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1968,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",758,"Unf",0,293,1051,"GasA","Gd","Y","SBrkr",1051,0,0,1051,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1968,"RFn",2,504,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2006,"WD ","Normal",142000
"2534",2349,534201250,60,"RL",72,8640,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","2Story",5,5,1968,1968,"Gable","CompShg","HdBoard","HdBoard","BrkFace",300,"TA","TA","CBlock","Gd","Fa","Mn","ALQ",361,"Rec",483,56,900,"GasA","Ex","Y","SBrkr",884,886,0,1770,1,0,1,1,4,1,"TA",7,"Typ",0,NA,"Attchd",1968,"RFn",2,530,"TA","TA","Y",0,60,0,0,270,0,NA,NA,"Shed",455,6,2006,"WD ","Normal",155000
"2535",2350,534201260,20,"RL",78,9360,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,7,1968,2004,"Hip","CompShg","HdBoard","HdBoard","BrkFace",203,"TA","TA","CBlock","TA","TA","Av","ALQ",760,"Unf",0,216,976,"GasA","TA","Y","SBrkr",976,0,0,976,1,0,1,0,2,1,"Gd",4,"Typ",1,"Fa","Attchd",1968,"RFn",2,504,"TA","TA","Y",94,0,0,0,0,0,NA,NA,NA,0,8,2006,"WD ","Abnorml",157500
"2536",2351,534201280,20,"RL",70,8400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","BrkFace",168,"TA","TA","CBlock","TA","TA","Av","BLQ",1016,"Unf",0,36,1052,"GasA","Gd","Y","SBrkr",1052,0,0,1052,1,0,1,1,3,1,"TA",5,"Typ",0,NA,"Attchd",1968,"RFn",1,288,"TA","TA","Y",356,0,0,0,0,0,NA,"GdWo",NA,0,11,2006,"WD ","Normal",138500
"2537",2352,534201300,85,"RL",70,8400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","SFoyer",5,6,1968,1968,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",744,"Unf",0,89,833,"GasA","Gd","Y","SBrkr",898,0,0,898,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1968,"RFn",1,326,"TA","TA","Y",143,0,0,0,0,0,NA,NA,NA,0,8,2006,"WD ","Normal",140000
"2538",2353,534202020,20,"RL",NA,9759,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",799,"Unf",0,252,1051,"GasA","TA","Y","SBrkr",1051,0,0,1051,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1966,"RFn",1,264,"TA","TA","Y",182,88,0,0,0,0,NA,NA,NA,0,3,2006,"WD ","Normal",124400
"2539",2354,534202180,80,"RL",80,9600,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,7,1967,1967,"Gable","CompShg","MetalSd","MetalSd","BrkFace",140,"TA","TA","PConc","TA","TA","Av","ALQ",602,"Rec",402,137,1141,"GasA","Gd","Y","SBrkr",1141,0,0,1141,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1967,"Unf",1,568,"TA","TA","Y",0,78,0,0,0,0,NA,NA,NA,0,7,2006,"WD ","Normal",158000
"2540",2355,534226060,20,"RL",71,9230,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,8,1965,1998,"Hip","CompShg","MetalSd","MetalSd","BrkFace",166,"TA","TA","CBlock","TA","TA","Mn","GLQ",661,"Unf",0,203,864,"GasA","Gd","Y","SBrkr",1200,0,0,1200,1,0,1,1,1,1,"Gd",6,"Typ",0,NA,"Detchd",1977,"Unf",2,884,"TA","TA","Y",0,64,0,0,0,0,NA,"MnPrv",NA,0,10,2006,"WD ","Normal",146000
"2541",2356,534250300,60,"RL",NA,14803,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",252,"TA","TA","CBlock","TA","TA","No","Rec",416,"Unf",0,409,825,"GasA","Gd","Y","SBrkr",1097,896,0,1993,0,0,2,1,4,1,"TA",8,"Typ",1,"Gd","Attchd",1971,"RFn",2,495,"TA","TA","Y",0,66,0,0,0,0,NA,"GdWo",NA,0,6,2006,"WD ","Normal",190000
"2542",2357,534275010,20,"RL",NA,10659,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1961,1961,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",915,"Unf",0,135,1050,"GasA","TA","Y","SBrkr",1050,0,0,1050,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1961,"Unf",1,368,"TA","TA","Y",0,319,0,0,0,0,NA,NA,NA,0,1,2006,"COD","Normal",136500
"2543",2358,534276010,20,"RL",70,9100,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1958,1958,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",521,"LwQ",174,169,864,"GasA","TA","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1964,"Unf",2,624,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2006,"WD ","Normal",129900
"2544",2359,534276230,90,"RL",70,8393,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1959,2005,"Gable","CompShg","MetalSd","MetalSd","BrkFace",122,"TA","TA","CBlock","TA","TA","No","LwQ",528,"Unf",0,1098,1626,"GasA","Ex","Y","SBrkr",1712,0,0,1712,0,0,2,0,4,2,"TA",8,"Typ",0,NA,"Attchd",2005,"Fin",2,588,"TA","TA","Y",272,54,0,0,0,0,NA,NA,NA,0,6,2006,"WD ","Family",145000
"2545",2360,534400120,190,"RL",80,8800,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","RRAn","Norm","2fmCon","1Story",6,7,1965,2000,"Hip","CompShg","BrkFace","VinylSd","None",0,"TA","Gd","PConc","TA","TA","Mn","ALQ",901,"BLQ",252,34,1187,"GasA","Ex","Y","SBrkr",1565,0,0,1565,1,0,2,0,3,1,"Gd",7,"Min1",2,"TA","Attchd",1965,"RFn",1,299,"TA","TA","Y",200,25,211,0,0,0,NA,"MnPrv","Shed",460,6,2006,"WD ","Abnorml",185900
"2546",2361,534403280,20,"RL",80,8800,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1964,1964,"Hip","CompShg","HdBoard","HdBoard","BrkFace",425,"TA","TA","CBlock","TA","TA","No","BLQ",553,"Unf",0,698,1251,"GasA","TA","Y","SBrkr",1251,0,0,1251,1,0,1,0,3,1,"TA",6,"Typ",2,"Gd","Attchd",1964,"RFn",1,461,"TA","TA","Y",0,116,0,0,0,0,NA,"MnPrv","Shed",700,3,2006,"WD ","Normal",160000
"2547",2362,534403400,20,"RL",NA,10368,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1964,1964,"Hip","CompShg","HdBoard","HdBoard","BrkFace",112,"TA","TA","CBlock","TA","TA","No","ALQ",260,"LwQ",748,0,1008,"GasA","Ex","Y","SBrkr",1488,0,0,1488,1,0,1,1,3,1,"TA",7,"Typ",1,"Gd","Attchd",1964,"Fin",2,430,"TA","TA","Y",154,60,0,0,0,0,NA,NA,NA,0,4,2006,"WD ","Normal",167000
"2548",2363,534403440,60,"RL",85,9350,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",5,6,1964,1964,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",360,"Unf",0,360,720,"GasA","Gd","Y","SBrkr",720,720,0,1440,0,0,1,1,4,1,"TA",7,"Typ",1,"Po","Attchd",1964,"Fin",2,480,"TA","TA","Y",0,32,240,0,0,0,NA,NA,NA,0,7,2006,"WD ","Normal",157500
"2549",2364,534427090,190,"RL",75,10382,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","2fmCon","SLvl",6,5,1958,1958,"Hip","CompShg","HdBoard","HdBoard","BrkFace",105,"TA","Fa","CBlock","TA","TA","Gd","ALQ",513,"Unf",0,75,588,"GasA","TA","Y","SBrkr",1095,0,0,1095,1,0,1,0,2,1,"TA",6,"Typ",0,NA,"Attchd",1958,"RFn",1,264,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,3,2006,"ConLD","Normal",140000
"2550",2365,534428060,20,"RL",69,8973,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1958,1991,"Gable","CompShg","Plywood","Plywood","BrkFace",85,"TA","TA","CBlock","TA","TA","No","Rec",567,"BLQ",28,413,1008,"GasA","TA","Y","FuseA",1053,0,0,1053,0,1,1,1,3,1,"Ex",6,"Typ",0,NA,"2Types",1998,"RFn",2,750,"TA","TA","Y",0,80,0,180,0,0,NA,"MnWw",NA,0,7,2006,"WD ","Abnorml",150000
"2551",2366,534429130,20,"RL",80,10800,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1960,1960,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",88,"TA","TA","CBlock","TA","TA","No","ALQ",632,"Unf",0,616,1248,"GasA","Ex","Y","SBrkr",1248,0,0,1248,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1960,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,5,2006,"WD ","Normal",151500
"2552",2367,534430050,30,"RL",60,8550,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1934,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",574,"Unf",0,242,816,"GasA","Ex","Y","SBrkr",816,0,0,816,1,0,1,0,2,1,"TA",4,"Typ",1,"Fa","Attchd",1949,"Unf",1,240,"TA","TA","Y",228,0,40,0,0,0,NA,"MnPrv",NA,0,7,2006,"WD ","Normal",129800
"2553",2368,534430110,20,"RL",NA,11425,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",486,"Unf",0,522,1008,"GasA","Gd","Y","SBrkr",1008,0,0,1008,0,0,1,0,2,1,"TA",4,"Typ",1,"Gd","Attchd",1954,"RFn",1,275,"TA","TA","Y",0,0,120,0,0,0,NA,NA,NA,0,7,2006,"WD ","Normal",137000
"2554",2369,534431030,20,"RL",68,9724,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1947,1950,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,938,938,"GasA","Ex","Y","SBrkr",1043,0,0,1043,0,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1947,"Unf",1,273,"TA","TA","Y",125,48,0,0,0,0,NA,"GdWo",NA,0,5,2006,"WD ","Normal",137000
"2555",2370,534451050,50,"RL",51,4712,"Pave",NA,"IR1","Lvl","AllPub","Inside","Mod","BrkSide","Feedr","Norm","1Fam","1.5Fin",4,7,1946,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",384,"Unf",0,363,747,"GasA","TA","Y","SBrkr",774,456,0,1230,1,0,1,1,3,1,"TA",5,"Typ",0,NA,"Detchd",1946,"Unf",1,305,"TA","TA","Y",0,57,0,0,63,0,NA,"MnPrv",NA,0,8,2006,"WD ","Abnorml",121600
"2556",2371,534451120,30,"RL",51,5900,"Pave",NA,"IR1","Bnk","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",4,7,1923,1958,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,440,440,"GasA","TA","Y","FuseA",869,0,0,869,0,0,1,0,2,1,"Fa",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,NA,NA,0,8,2006,"WD ","Normal",85500
"2557",2372,534451130,30,"RL",52,5825,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",4,5,1926,1953,"Gable","CompShg","MetalSd","MetalSd","BrkFace",108,"TA","Gd","PConc","Fa","TA","Mn","Unf",0,"Unf",0,600,600,"GasA","Gd","Y","SBrkr",747,0,0,747,0,0,1,0,1,1,"TA",5,"Typ",0,NA,"Detchd",1953,"Unf",2,528,"TA","TA","Y",0,0,32,0,0,0,NA,NA,NA,0,6,2006,"WD ","Normal",79900
"2558",2373,534453150,50,"RL",92,7438,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Feedr","1Fam","1.5Fin",5,8,1908,1991,"Gable","CompShg","AsbShng","Plywood","None",0,"TA","TA","PConc","Fa","TA","No","Unf",0,"Unf",0,504,504,"GasA","Gd","Y","SBrkr",936,316,0,1252,0,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1986,"Unf",2,576,"TA","TA","Y",104,0,0,0,0,0,NA,"MnPrv",NA,0,6,2006,"WD ","Normal",127000
"2559",2374,534455080,20,"RL",80,9600,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1961,1990,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Mn","BLQ",915,"Unf",0,336,1251,"GasA","TA","Y","SBrkr",1433,0,0,1433,1,0,1,0,3,1,"TA",7,"Min1",1,"Gd","Attchd",1961,"Unf",2,441,"TA","TA","Y",144,0,205,0,0,0,NA,NA,NA,0,6,2006,"WD ","Normal",161000
"2560",2375,534475160,20,"RL",89,10858,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,6,1952,1952,"Gable","CompShg","Wd Sdng","Plywood","Stone",150,"TA","Gd","CBlock","TA","TA","Mn","LwQ",40,"Unf",0,1404,1444,"GasA","Ex","Y","SBrkr",1624,0,0,1624,1,0,1,0,2,1,"TA",6,"Min1",1,"Gd","Attchd",1952,"RFn",1,240,"TA","TA","Y",0,40,324,0,0,0,NA,"MnPrv",NA,0,7,2006,"WD ","Partial",146500
"2561",2376,534476100,20,"RL",80,9600,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1951,1951,"Gable","CompShg","HdBoard","HdBoard","Stone",144,"TA","TA","CBlock","TA","TA","No","ALQ",996,"Unf",0,60,1056,"GasA","Ex","Y","FuseA",1216,0,0,1216,1,0,1,0,3,1,"TA",7,"Typ",0,NA,"Attchd",1951,"RFn",1,280,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2006,"WD ","Normal",135000
